degree,40,50,100,500,1000
0,0.4343068614924013,0.3663588883423446,0.126357460748071,0.16581930347141025,0.16905769363061438
1,0.2927247570650506,0.2734917664063423,0.09924766201726984,0.12051766199836869,0.13007406342682384
2,0.29152964615756244,0.27162918158300586,0.10312050549876184,0.12037729157315036,0.13036982530621208
3,0.21115943542920507,0.21278768227258793,0.08711722100273112,0.09874045187875095,0.11460036607817026
4,0.21897612673185554,0.19909384596362015,0.0869152353921153,0.0984545086586825,0.11502701940859361
5,0.16626928553891696,0.15235150992320973,0.08047367745024095,0.09749578559816427,0.10817681154469244
6,0.1661252499904514,0.15680298648455865,0.07993800257651716,0.09751709527012581,0.10802216281347224
7,0.1701220886251249,0.15599122880288052,0.0887761036882974,0.09271802604631915,0.10737469430495925
8,0.1805277868307289,0.15435050933491848,0.09204115250284807,0.09284504153154553,0.10729310031107428
9,0.18230201032304774,0.15565230382289633,0.08328309135978036,0.09057049602912551,0.1055304567604688
10,0.18101105799569608,0.1828697490376836,0.083358593159294,0.09064422361546523,0.1050588290945946
11,0.17615466774222008,0.17847879653531507,0.08933882232236551,0.09023193869305081,0.10445284867223187
12,0.1757736701394548,0.17137986655269344,0.08963201592809347,0.090211940588613,0.10442453525779077
13,0.18318414628460616,0.15545360587541143,0.09032548966766869,0.09008636146106581,0.10272961666728764
14,0.23207403075924235,0.1700833575881653,0.0904750819970415,0.09007093357323699,0.10287110515984714
